county,Democrat,Republican,proportion,democratWin
Kenedy,95.0,18.0,0.8407079646017699,True
Kerr,1723.0,11907.0,0.1264123257520176,False
Kimble,63.0,1100.0,0.05417024935511608,False
King,9953.0,87684.0,0.10193881417905097,False
Kinney,318.0,495.0,0.39114391143911437,False
Kleberg,2368.0,2169.0,0.5219307912717654,True
La Salle,713.0,297.0,0.7059405940594059,True
La Vaca,459.0,3964.0,0.1037757178385711,False
Lamb,259.0,2385.0,0.09795763993948563,False
Lampasas,529.0,3733.0,0.12412013139371188,False
Lipscomb,33.0,985.0,0.03241650294695481,False
Live Oak,275.0,2084.0,0.1165748198389148,False
Llano,779.0,5667.0,0.12085013962147068,False
Loving,8.0,29.0,0.21621621621621623,False
Lubbock,9879.0,40476.0,0.19618707179028894,False
Matagorda,1432.0,4300.0,0.24982554082344732,False
Maverick,5850.0,423.0,0.9325681492109039,True
McCulloch,136.0,1967.0,0.06466951973371374,False
McLennan,8164.0,29943.0,0.21423885375390347,False
McMullen,5.0,390.0,0.012658227848101266,False
Milam,829.0,3957.0,0.1732135394901797,False
Motley,19.0,435.0,0.04185022026431718,False
Nacogdoches,2424.0,9644.0,0.20086178322837256,False
Navarro,1288.0,7354.0,0.1490395741726452,False
Nolan,392.0,2862.0,0.12046711739397664,False
Nueces,21834.0,27155.0,0.4456918900161261,False
Ochiltree,64.0,1737.0,0.03553581343697946,False
Palo Pinto,591.0,5861.0,0.09159950402975821,False
Parker,3274.0,26185.0,0.11113751315387488,False
Parmer,108.0,1204.0,0.08231707317073171,False
Pecos,1304.0,1211.0,0.5184890656063619,True
Presidio,1223.0,97.0,0.9265151515151515,True
Rains,262.0,2182.0,0.1072013093289689,False
Randall,3065.0,24060.0,0.11299539170506913,False
Reagan,19.0,709.0,0.0260989010989011,False
Real,51.0,1328.0,0.03698332124728064,False
Reeves,1691.0,122.0,0.9327082184225042,True
Refugio,802.0,929.0,0.463316002310803,False
Rockwall,2760.0,16636.0,0.14229738090327904,False
Runnels,135.0,2299.0,0.055464256368118324,False
Rusk,3300.0,12159.0,0.21346788278672618,False
San Augustine,428.0,1944.0,0.18043844856661045,False
San Jacinto,754.0,4545.0,0.14229099830156633,False
San Patricio,3482.0,6808.0,0.3383867832847425,False
San Saba,85.0,1381.0,0.05798090040927694,False
Schleicher,82.0,499.0,0.14113597246127366,False
Scurry,239.0,2661.0,0.08241379310344828,False
Shackelford,29.0,1098.0,0.025732031943212066,False
Somervell,129.0,2367.0,0.051682692307692304,False
Starr,8549.0,123.0,0.9858164206642066,True
Stonewall,95.0,269.0,0.260989010989011,False
Swisher,219.0,875.0,0.20018281535648993,False
Tarrant,103097.0,208242.0,0.3311406537568374,False
Terry,224.0,1742.0,0.11393692777212615,False
Throckmorton,42.0,413.0,0.09230769230769231,False
Titus,650.0,4143.0,0.13561443772167744,False
Tom Green,2884.0,16090.0,0.15199747022240961,False
Travis,143203.0,81913.0,0.6361298175163027,True
Tyler,1222.0,5768.0,0.1748211731044349,False
Upshur,2803.0,12036.0,0.18889413033223262,False
Uvalde,2502.0,2178.0,0.5346153846153846,True
Val Verde,2545.0,2466.0,0.5078826581520655,True
Van Zandt,1099.0,11459.0,0.0875139353400223,False
Victoria,3323.0,11751.0,0.22044580071646544,False
Waller,1778.0,5893.0,0.23178203624038587,False
Ward,453.0,1396.0,0.2449972958355868,False
Webb,24736.0,3914.0,0.8633856893542757,True
Wharton,1183.0,6375.0,0.15652288965334746,False
Wichita,3502.0,15272.0,0.18653456908490465,False
Wilbarger,211.0,2233.0,0.08633387888707038,False
Willacy,2729.0,324.0,0.8938748771699967,True
Winkler,41.0,1126.0,0.03513281919451585,False
Wise,2379.0,14482.0,0.14109483423284502,False
Yoakum,19.0,1455.0,0.012890094979647219,False
Young,329.0,4045.0,0.07521719250114312,False
Zapata,2654.0,81.0,0.9703839122486289,True
Zavala,1930.0,0.0,1.0,True
Box Elder,371.0,4472.0,0.07660540986991535,False
Cache,3536.0,10113.0,0.2590665982855887,False
Daggett,14.0,94.0,0.12962962962962962,False
Duchesne,124.0,1756.0,0.06595744680851064,False
Emery,92.0,704.0,0.11557788944723618,False
Juab,71.0,843.0,0.07768052516411379,False
Millard,20.0,1083.0,0.01813236627379873,False
Piute,0.0,168.0,0.0,False
Rich,0.0,252.0,0.0,False
Salt Lake,45041.0,46723.0,0.4908351859116865,False
Sanpete,308.0,1859.0,0.14213197969543148,False
Tooele,1226.0,3409.0,0.2645091693635383,False
Uintah,174.0,2903.0,0.056548586285342865,False
Utah,7082.0,40586.0,0.14856927078962825,False
Wasatch,727.0,2376.0,0.23428939735739607,False
Weber,6578.0,10518.0,0.38476836686944316,False
Alburgh,346.0,200.0,0.6336996336996337,True
Bakersfield,265.0,89.0,0.748587570621469,True
Barnard,260.0,110.0,0.7027027027027027,True
Barnet,340.0,189.0,0.6427221172022685,True
Barre Town,1233.0,1113.0,0.5255754475703325,True
Belvidere,49.0,36.0,0.5764705882352941,True
Bennington,2521.0,958.0,0.7246335153779822,True
Benson,178.0,112.0,0.6137931034482759,True
Berkshire,192.0,119.0,0.617363344051447,True
Brandon,768.0,450.0,0.6305418719211823,True
Brattleboro,3337.0,489.0,0.8721902770517512,True
Bridport,215.0,190.0,0.5308641975308642,True
Brighton,223.0,139.0,0.6160220994475138,True
Brownington,110.0,71.0,0.6077348066298343,True
Cabot,356.0,174.0,0.6716981132075471,True
Castleton,648.0,561.0,0.5359801488833746,True
Cavendish,279.0,137.0,0.6706730769230769,True
Chittenden,281.0,225.0,0.5553359683794467,True
Craftsbury,276.0,63.0,0.8141592920353983,True
Danby,261.0,190.0,0.5787139689578714,True
Danville,3757.0,3503.0,0.5174931129476584,True
Dorset,508.0,272.0,0.6512820512820513,True
Dummerston,625.0,163.0,0.7931472081218274,True
East Montpelier,840.0,267.0,0.7588075880758808,True
Eden,166.0,71.0,0.70042194092827,True
Enosburgh,324.0,123.0,0.7248322147651006,True
Fair Haven,400.0,276.0,0.591715976331361,True
Fairfax,138029.0,129464.0,0.5160097647415073,True
Fairlee,281.0,80.0,0.778393351800554,True
Fayston,325.0,89.0,0.785024154589372,True
Ferrisburg,712.0,379.0,0.6526122823098075,True
Fletcher,277.0,92.0,0.7506775067750677,True
Georgia,802.0,601.0,0.571632216678546,True
Glover,221.0,79.0,0.7366666666666667,True
Greensboro,174.0,63.0,0.7341772151898734,True
Guildhall,54.0,52.0,0.5094339622641509,True
Highgate,412.0,309.0,0.5714285714285714,True
Hinesburg,1286.0,435.0,0.747239976757699,True
Hubbardton,136.0,93.0,0.5938864628820961,True
Hyde Park,591.0,247.0,0.7052505966587113,True
Ira,76.0,53.0,0.5891472868217055,True
Irasburg,156.0,123.0,0.5591397849462365,True
Isle La Motte,150.0,78.0,0.6578947368421053,True
Jamaica,221.0,62.0,0.7809187279151943,True
Jericho,1428.0,584.0,0.709741550695825,True
Killington,270.0,194.0,0.5818965517241379,True
Kirby,114.0,62.0,0.6477272727272727,True
Landgrove,44.0,14.0,0.7586206896551724,True
Lemington,24.0,15.0,0.6153846153846154,True
Londonderry,331.0,156.0,0.6796714579055442,True
Lyndon,626.0,440.0,0.5872420262664165,True
Maidstone,27.0,41.0,0.39705882352941174,False
Middletown Springs,237.0,121.0,0.6620111731843575,True
Monkton,570.0,206.0,0.7345360824742269,True
Montpelier,2877.0,523.0,0.8461764705882353,True
Moretown,459.0,156.0,0.7463414634146341,True
Morristown,1157.0,408.0,0.739297124600639,True
Mount Holly,288.0,171.0,0.6274509803921569,True
Mount Tabor,33.0,20.0,0.6226415094339622,True
Newark,93.0,60.0,0.6078431372549019,True
Newfane,515.0,121.0,0.809748427672956,True
Newport Town,178.0,138.0,0.5632911392405063,True
North Hero,253.0,154.0,0.6216216216216216,True
Orwell,206.0,197.0,0.511166253101737,True
Panton,133.0,93.0,0.588495575221239,True
Pawlet,316.0,173.0,0.6462167689161554,True
Peacham,190.0,99.0,0.657439446366782,True
Pittsford,449.0,388.0,0.5364396654719236,True
Poultney,527.0,321.0,0.6214622641509434,True
Proctor,356.0,240.0,0.5973154362416108,True
Putney,814.0,119.0,0.872454448017149,True
Readsboro,153.0,104.0,0.5953307392996109,True
Richford,289.0,136.0,0.68,True
Ripton,216.0,33.0,0.8674698795180723,True
Royalton,579.0,202.0,0.7413572343149808,True
Rupert,158.0,78.0,0.6694915254237288,True
Rutland Town,781.0,760.0,0.5068137573004543,True
Ryegate,232.0,124.0,0.651685393258427,True
Sandgate,77.0,52.0,0.5968992248062015,True
Searsburg,17.0,23.0,0.425,False
Shaftsbury,718.0,382.0,0.6527272727272727,True
Sheldon,239.0,156.0,0.6050632911392405,True
Shoreham,298.0,123.0,0.7078384798099763,True
South Burlington,4559.0,1686.0,0.7300240192153723,True
South Hero,519.0,228.0,0.6947791164658634,True
St. Albans Town,1030.0,769.0,0.5725403001667593,True
St. Johnsbury,1153.0,714.0,0.6175682913765399,True
Stannard,48.0,10.0,0.8275862068965517,True
Starksboro,452.0,176.0,0.7197452229299363,True
Stowe,1113.0,514.0,0.6840811309157959,True
Stratton,39.0,37.0,0.5131578947368421,True
Swanton,903.0,621.0,0.59251968503937,True
Thetford,919.0,230.0,0.7998259355961705,True
Tinmouth,156.0,96.0,0.6190476190476191,True
Townshend,287.0,100.0,0.7416020671834626,True
Tunbridge,302.0,111.0,0.7312348668280871,True
Underhill,899.0,352.0,0.718625099920064,True
Vergennes,622.0,245.0,0.7174163783160323,True
Vershire,176.0,58.0,0.7521367521367521,True
Victory,22.0,27.0,0.4489795918367347,False
Waitsfield,568.0,182.0,0.7573333333333333,True
Walden,226.0,87.0,0.7220447284345048,True
Wardsboro,150.0,69.0,0.684931506849315,True
Weathersfield,616.0,395.0,0.609297725024728,True
West Fairlee,127.0,48.0,0.7257142857142858,True
West Rutland,335.0,269.0,0.554635761589404,True
West Windsor,322.0,143.0,0.6924731182795699,True
Westmore,70.0,41.0,0.6306306306306306,True
Weybridge,290.0,91.0,0.7611548556430446,True
Wheelock,143.0,86.0,0.6244541484716157,True
Whitingham,188.0,124.0,0.6025641025641025,True
Williston,2251.0,1140.0,0.6638159834856975,True
Winhall,203.0,106.0,0.656957928802589,True
Winooski,1515.0,332.0,0.8202490525175961,True
Accomack,2471.0,4279.0,0.36607407407407405,False
Albemarle,15122.0,14690.0,0.5072454045350866,True
Alexandria,23289.0,13344.0,0.6357382687740561,True
Amelia,850.0,2179.0,0.2806206668867613,False
Appomattox,663.0,2383.0,0.21766250820748523,False
Bland,239.0,1055.0,0.1846986089644513,False
Botetourt,1583.0,6086.0,0.2064154387795019,False
Buckingham,1070.0,1631.0,0.396149574231766,False
Charles City,1004.0,661.0,0.603003003003003,True
Charlottesville,8362.0,2784.0,0.750224295711466,True
Chesapeake,21677.0,28443.0,0.4325019952114924,False
Colonial Heights,723.0,2863.0,0.20161740100390407,False
Culpeper,2575.0,6878.0,0.27240029620226386,False
Dickenson,569.0,1493.0,0.27594568380213386,False
Dinwiddie,2310.0,2775.0,0.45427728613569324,False
Emporia,456.0,375.0,0.5487364620938628,True
Fairfax City,3083.0,2986.0,0.5079914318668644,True
Falls Church,2587.0,1548.0,0.6256348246674728,True
Fauquier,5205.0,13368.0,0.28024551768696493,False
Fluvanna,2338.0,3600.0,0.3937352643987875,False
Franklin City,935.0,754.0,0.5535820011841326,True
Fredericksburg,2634.0,2231.0,0.5414182939362795,True
Galax,221.0,599.0,0.26951219512195124,False
Goochland,2190.0,5373.0,0.2895676318921063,False
Greensville,945.0,689.0,0.5783353733170135,True
Harrisonburg,4392.0,3890.0,0.5303066892055059,True
Henrico,40075.0,44166.0,0.4757184743770848,False
Hopewell,1514.0,1751.0,0.4637059724349158,False
Isle of Wight,3299.0,5940.0,0.35707327632860697,False
James City,7960.0,15186.0,0.34390391428324546,False
King George,1528.0,3866.0,0.2832777159807193,False
King William,1156.0,2671.0,0.30206428011497255,False
King and Queen,603.0,827.0,0.4216783216783217,False
Loudoun,35890.0,51081.0,0.4126662910625381,False
Lynchburg,5024.0,10177.0,0.3305045720676271,False
Manassas,3092.0,3833.0,0.44649819494584836,False
Manassas Park,1008.0,943.0,0.5166581240389544,True
Martinsville,1098.0,997.0,0.5241050119331743,True
Mathews,681.0,1754.0,0.27967145790554415,False
New Kent,1391.0,4060.0,0.25518253531462115,False
Newport News,17051.0,13866.0,0.5515088786104732,True
Nottoway,1053.0,1599.0,0.39705882352941174,False
Patrick,733.0,2500.0,0.22672440457779153,False
Petersburg,4786.0,687.0,0.8744746939521286,True
Pittsylvania,3135.0,8349.0,0.27298850574712646,False
Poquoson,630.0,3000.0,0.17355371900826447,False
Powhatan,1671.0,6534.0,0.2036563071297989,False
Prince Edward,1786.0,2038.0,0.46705020920502094,False
Prince George,2558.0,3989.0,0.3907133038032687,False
Prince William,41135.0,45735.0,0.4735236560377576,False
Radford,1127.0,1413.0,0.4437007874015748,False
Rappahannock,827.0,1338.0,0.381986143187067,False
Richmond City,35907.0,13004.0,0.7341293369589663,True
Roanoke,6083.0,16177.0,0.2732704402515723,False
Roanoke City,8082.0,7415.0,0.5215202942505001,True
Rockbridge,1578.0,3209.0,0.3296427825360351,False
Shenandoah,1886.0,6155.0,0.23454794179828378,False
Smyth,887.0,3312.0,0.21124077161228863,False
Spotsylvania,8879.0,18128.0,0.3287666160625023,False
Staunton,2478.0,3148.0,0.44045503021685034,False
Virginia Beach,35321.0,55150.0,0.3904123973427949,False
Waynesboro,1557.0,2780.0,0.3590039197602029,False
Wythe,951.0,3461.0,0.2155485040797824,False
Asotin,64.0,2697.0,0.023180007243752264,False
Chelan,223.0,7003.0,0.03086078051480764,False
Clallam,273.0,8220.0,0.032144118685976684,False
Cowlitz,331.0,10495.0,0.030574542767411787,False
Ferry,23.0,1093.0,0.02060931899641577,False
Grays Harbor,241.0,5221.0,0.04412303185646283,False
Island,316.0,9784.0,0.03128712871287129,False
Kitsap,869.0,21273.0,0.03924668051666516,False
Kittitas,137.0,3901.0,0.03392768697374938,False
Klickitat,66.0,2787.0,0.023133543638275498,False
Okanogan,177.0,3266.0,0.051408655242521056,False
Pacific,95.0,2373.0,0.038492706645056725,False
Pend Oreille,45.0,2263.0,0.01949740034662045,False
Skagit,438.0,9065.0,0.046090708197411345,False
Skamania,51.0,1264.0,0.03878326996197719,False
Snohomish,2842.0,45272.0,0.05906804672236771,False
Spokane,1532.0,47688.0,0.03112555871596912,False
Stevens,124.0,6024.0,0.020169160702667534,False
Wahkiakum,19.0,617.0,0.029874213836477988,False
Walla Walla,154.0,5744.0,0.02611054594777891,False
Whatcom,861.0,21025.0,0.03934021749063328,False
Yakima,516.0,17301.0,0.028961104563057755,False
Braxton,2220.0,990.0,0.6915887850467289,True
Brooke,3455.0,2288.0,0.6016019502002438,True
Cabell,9768.0,7854.0,0.5543071161048689,True
Doddridge,350.0,1458.0,0.19358407079646017,False
Greenbrier,4758.0,3599.0,0.5693430656934306,True
Hampshire,1820.0,2621.0,0.4098176086467012,False
Hardy,1538.0,1305.0,0.5409778403095322,True
Kanawha,26108.0,17491.0,0.5988210738778412,True
Mingo,3499.0,1239.0,0.7384972562262558,True
Monongalia,13059.0,7765.0,0.6271129466000769,True
Pleasants,874.0,1057.0,0.45261522527187986,False
Raleigh,8113.0,8423.0,0.49062651185292694,False
Ritchie,550.0,2022.0,0.21384136858475894,False
Summers,1839.0,1161.0,0.613,True
Tucker,1100.0,935.0,0.5405405405405406,True
Wetzel,2589.0,1323.0,0.6618098159509203,True
Wirt,496.0,535.0,0.481086323957323,False
Barron,5530.0,8694.0,0.3887795275590551,False
Bayfield,4088.0,2973.0,0.5789548222631355,True
Burnett,1850.0,3139.0,0.37081579474844656,False
Calumet,7041.0,11392.0,0.38197797428524927,False
Dane,163657.0,67259.0,0.708729581319614,True
Door,6352.0,7234.0,0.46754011482408364,False
Dunn,6693.0,7301.0,0.4782764041732171,False
Eau Claire,20381.0,16786.0,0.5483627949525116,True
Fond du Lac,12889.0,22674.0,0.3624272417962489,False
Green Lake,2017.0,4564.0,0.3064883756268044,False
Juneau,3200.0,4969.0,0.39172481331864367,False
Kenosha,25483.0,25724.0,0.4976468061007284,False
Kewaunee,3157.0,4936.0,0.3900902014086247,False
La Crosse,24040.0,19341.0,0.5541596551485674,True
Langlade,2628.0,4607.0,0.3632342778161714,False
Manitowoc,11430.0,17176.0,0.3995665245053485,False
Marathon,19702.0,29272.0,0.40229509535671987,False
Marinette,5269.0,8989.0,0.369546921026792,False
Milwaukee,194646.0,110132.0,0.6386484588782655,True
Oconto,4995.0,8928.0,0.3587588881706529,False
Outagamie,28187.0,36724.0,0.4342407296143951,False
Ozaukee,13443.0,27512.0,0.32823831034061773,False
Pepin,995.0,1307.0,0.4322328410078193,False
Price,2247.0,3066.0,0.42292490118577075,False
Racine,28737.0,35723.0,0.4458113558796153,False
Sauk,11721.0,10793.0,0.5206093985964289,True
Sawyer,2627.0,3652.0,0.4183787227265488,False
Shawano,5100.0,9110.0,0.3589021815622801,False
Sheboygan,15712.0,25332.0,0.38280869310983334,False
St. Croix,10562.0,16247.0,0.39397217352381664,False
Trempealeau,4417.0,4722.0,0.483313272786957,False
Vilas,3552.0,6079.0,0.36880905409614784,False
Waukesha,51123.0,120830.0,0.29730798532157043,False
Waupaca,6465.0,10748.0,0.375588218207169,False
Waushara,2683.0,5152.0,0.3424377791959158,False
Converse,5.0,0.0,1.0,True
Hot Springs,2.0,0.0,1.0,True
Laramie,51.0,179.0,0.2217391304347826,False
Natrona,38.0,0.0,1.0,True
Niobrara,2.0,0.0,1.0,True
Sublette,4.0,0.0,1.0,True
Sweetwater,22.0,0.0,1.0,True
Uinta,9.0,0.0,1.0,True
Washakie,3.0,0.0,1.0,True
Albany-Natrona,0.0,76.0,0.0,False
Campbell-Johnson,0.0,68.0,0.0,False
Converse-Niobrara,0.0,73.0,0.0,False
Crook-Weston,0.0,27.0,0.0,False
Fremont-Park,0.0,97.0,0.0,False
Goshen-Platte,0.0,83.0,0.0,False
Hot Springs-Washakie,0.0,43.0,0.0,False
Sheridan-Big Horn,0.0,75.0,0.0,False
Sweetwater-Carbon,0.0,89.0,0.0,False
Teton-Sublette,0.0,40.0,0.0,False
Uinta-Lincoln,0.0,53.0,0.0,False
